experiment_name,solver,U0,Gamma,points,dx,dt,tend,tsteps,Courant,Fourier_number,final_L2,final_Linf,final_periodic_error,final_amplitude,final_analytic_amplitude,amplitude_ratio_numeric_over_analytic,max_abs_phi_final,actual_final_time,unstable_time,observed_order,unstable_detected
EE-2 Courant 0.05,Explicit Euler + CDS,1,NaN,81,0.0785398163397448,0.00392699081698724,1.99883832584651,509,0.05,NaN,0.00444530704482914,0.00443521334976726,2.22044604925031e-16,1.00336845102168,1,1.00336845102168,1.00336845102168,1.99883832584651,NaN,NaN,0
EE-2 Courant 0.20,Explicit Euler + CDS,1,NaN,81,0.0785398163397448,0.015707963267949,1.99491133502952,127,0.2,NaN,0.0159317879650994,0.0159058643428173,0,1.01532366298378,1,1.01532366298378,1.01532366298378,1.99491133502952,NaN,NaN,0
EE-2 Courant 0.50,Explicit Euler + CDS,1,NaN,81,0.0785398163397448,0.0392699081698724,2.00276531666349,51,0.5,NaN,0.0401434169763738,0.0400870704190489,4.44089209850063e-16,1.03931140870378,1,1.03931140870378,1.03931140870379,2.00276531666349,NaN,NaN,0
EE-2 Courant 1.00,Explicit Euler + CDS,1,NaN,81,0.0785398163397448,0.0785398163397448,1.96349540849362,25,1,NaN,0.080028272824175,0.0799763896547744,4.44089209850063e-16,1.07971145154846,1,1.07971145154846,1.07971145154848,1.96349540849362,NaN,NaN,0
